영역,유형,표준점수,남자,여자
사회탐구,세계사,59,198,214
사회탐구,세계사,58,118,113
사회탐구,세계사,57,311,266
사회탐구,세계사,56,123,129
사회탐구,세계사,55,279,224
사회탐구,세계사,54,117,116
사회탐구,세계사,53,253,166
사회탐구,세계사,52,133,94
사회탐구,세계사,51,248,196
사회탐구,세계사,50,135,120
사회탐구,세계사,49,267,228
사회탐구,세계사,48,116,99
사회탐구,세계사,47,275,280
사회탐구,세계사,46,177,140
사회탐구,세계사,45,397,342
사회탐구,세계사,44,214,194
사회탐구,세계사,43,268,204
사회탐구,세계사,42,553,486
사회탐구,세계사,41,324,248
사회탐구,세계사,40,796,640
사회탐구,세계사,39,350,278
사회탐구,세계사,38,427,458
사회탐구,세계사,37,261,200
사회탐구,세계사,36,273,224
사회탐구,세계사,35,123,134
사회탐구,세계사,34,87,73
사회탐구,세계사,33,27,18
사회탐구,세계사,32,10,13
사회탐구,경제,66,253,52
사회탐구,경제,65,85,26
사회탐구,경제,64,207,39
사회탐구,경제,63,24,7
사회탐구,경제,62,236,96
사회탐구,경제,61,79,33
사회탐구,경제,60,119,47
사회탐구,경제,59,137,54
사회탐구,경제,58,91,42
사회탐구,경제,57,62,26
사회탐구,경제,56,147,69
사회탐구,경제,55,73,33
사회탐구,경제,54,73,41
사회탐구,경제,53,131,70
사회탐구,경제,52,63,47
사회탐구,경제,51,67,31
사회탐구,경제,50,165,75
사회탐구,경제,49,69,44
사회탐구,경제,48,81,38
사회탐구,경제,47,164,88
사회탐구,경제,46,97,42
사회탐구,경제,45,88,40
사회탐구,경제,44,161,88
사회탐구,경제,43,65,38
사회탐구,경제,42,98,56
사회탐구,경제,41,168,85
사회탐구,경제,40,116,51
사회탐구,경제,39,74,37
사회탐구,경제,38,235,80
사회탐구,경제,37,55,26
사회탐구,경제,36,124,50
사회탐구,경제,35,112,51
사회탐구,경제,34,50,19
사회탐구,경제,33,18,5
사회탐구,경제,32,31,7
사회탐구,경제,31,21,4
사회탐구,경제,30,7,2
사회탐구,경제,28,8,2
사회탐구,정치와 법,63,809,988
사회탐구,정치와 법,62,727,1062
사회탐구,정치와 법,61,406,467
사회탐구,정치와 법,60,989,1437
사회탐구,정치와 법,59,185,315
사회탐구,정치와 법,58,761,1087
사회탐구,정치와 법,57,247,408
사회탐구,정치와 법,56,261,447
사회탐구,정치와 법,55,403,592
사회탐구,정치와 법,54,149,261
사회탐구,정치와 법,53,282,551
사회탐구,정치와 법,52,133,213
사회탐구,정치와 법,51,266,446
사회탐구,정치와 법,50,101,183
사회탐구,정치와 법,49,244,460
사회탐구,정치와 법,48,132,240
사회탐구,정치와 법,47,135,251
사회탐구,정치와 법,46,262,430
사회탐구,정치와 법,45,125,252
사회탐구,정치와 법,44,315,531
사회탐구,정치와 법,43,154,275
사회탐구,정치와 법,42,341,606
사회탐구,정치와 법,41,207,275
사회탐구,정치와 법,40,205,330
사회탐구,정치와 법,39,652,806
사회탐구,정치와 법,38,234,339
사회탐구,정치와 법,37,459,568
사회탐구,정치와 법,36,179,238
사회탐구,정치와 법,35,634,581
사회탐구,정치와 법,34,150,176
사회탐구,정치와 법,33,204,231
사회탐구,정치와 법,32,146,98
사회탐구,정치와 법,31,87,103
사회탐구,정치와 법,30,69,69
사회탐구,정치와 법,28,19,19
사회탐구,사회·문화,68,511,507
사회탐구,사회·문화,66,794,1024
사회탐구,사회·문화,65,660,754
사회탐구,사회·문화,64,500,878
사회탐구,사회·문화,63,2145,3185
사회탐구,사회·문화,62,1665,3186
사회탐구,사회·문화,61,1698,2994
사회탐구,사회·문화,60,831,1212
사회탐구,사회·문화,59,2672,5275
사회탐구,사회·문화,58,2595,4590
사회탐구,사회·문화,57,2395,5081
사회탐구,사회·문화,56,867,1560
사회탐구,사회·문화,55,1610,2880
사회탐구,사회·문화,54,1477,3109
사회탐구,사회·문화,53,2233,4032
사회탐구,사회·문화,52,920,1755
사회탐구,사회·문화,51,943,1692
사회탐구,사회·문화,50,972,1791
사회탐구,사회·문화,49,1641,3046
사회탐구,사회·문화,48,768,1459
사회탐구,사회·문화,47,816,1492
사회탐구,사회·문화,46,806,1447
사회탐구,사회·문화,45,839,1476
사회탐구,사회·문화,44,1692,3141
사회탐구,사회·문화,43,955,1545
사회탐구,사회·문화,42,946,1553
사회탐구,사회·문화,41,1017,1665
사회탐구,사회·문화,40,994,1520
사회탐구,사회·문화,39,2360,3305
사회탐구,사회·문화,38,1091,1426
사회탐구,사회·문화,37,1158,1553
사회탐구,사회·문화,36,2191,1852
사회탐구,사회·문화,35,1840,1854
사회탐구,사회·문화,34,1658,1814
사회탐구,사회·문화,33,726,736
사회탐구,사회·문화,32,630,625
사회탐구,사회·문화,31,383,374
사회탐구,사회·문화,30,387,381
사회탐구,사회·문화,29,450,484
사회탐구,사회·문화,28,139,123
사회탐구,사회·문화,26,70,61
과학탐구,물리학 I,72,94,12
과학탐구,물리학 I,70,142,7
과학탐구,물리학 I,69,397,50
과학탐구,물리학 I,68,659,85
과학탐구,물리학 I,67,459,60
과학탐구,물리학 I,66,706,111
과학탐구,물리학 I,65,1271,197
과학탐구,물리학 I,64,765,125
과학탐구,물리학 I,63,1761,277
과학탐구,물리학 I,62,1228,195
과학탐구,물리학 I,61,1635,284
과학탐구,물리학 I,60,3127,583
과학탐구,물리학 I,59,2037,413
과학탐구,물리학 I,58,1309,312
과학탐구,물리학 I,57,1614,349
과학탐구,물리학 I,56,1543,345
과학탐구,물리학 I,55,1153,304
과학탐구,물리학 I,54,1550,385
과학탐구,물리학 I,53,1046,299
과학탐구,물리학 I,52,1191,303
과학탐구,물리학 I,51,2217,592
과학탐구,물리학 I,50,1179,353
과학탐구,물리학 I,49,1058,319
과학탐구,물리학 I,48,1060,280
과학탐구,물리학 I,47,1299,348
과학탐구,물리학 I,46,1018,337
과학탐구,물리학 I,45,1293,416
과학탐구,물리학 I,44,1293,404
과학탐구,물리학 I,43,1251,364
과학탐구,물리학 I,42,2873,815
과학탐구,물리학 I,41,1583,427
과학탐구,물리학 I,40,1379,428
과학탐구,물리학 I,39,1767,390
과학탐구,물리학 I,38,1537,400
과학탐구,물리학 I,37,1044,285
과학탐구,물리학 I,36,1153,304
과학탐구,물리학 I,35,1220,262
과학탐구,물리학 I,34,760,164
과학탐구,물리학 I,33,1091,236
과학탐구,물리학 I,32,342,55
과학탐구,물리학 I,31,187,42
과학탐구,물리학 I,30,75,18
과학탐구,물리학 I,29,104,21
과학탐구,물리학 I,27,71,12
과학탐구,화학 I,68,362,107
과학탐구,화학 I,66,300,126
과학탐구,화학 I,65,981,423
과학탐구,화학 I,64,157,80
과학탐구,화학 I,63,2030,1075
과학탐구,화학 I,62,959,430
과학탐구,화학 I,61,1928,1022
과학탐구,화학 I,60,2220,1218
과학탐구,화학 I,59,3748,2139
과학탐구,화학 I,58,1694,1056
과학탐구,화학 I,57,1658,1024
과학탐구,화학 I,56,2026,1426
과학탐구,화학 I,55,1099,799
과학탐구,화학 I,54,1703,1305
과학탐구,화학 I,53,1340,1063
과학탐구,화학 I,52,1080,769
과학탐구,화학 I,51,1398,1141
과학탐구,화학 I,50,881,764
과학탐구,화학 I,49,2022,1801
과학탐구,화학 I,48,774,670
과학탐구,화학 I,47,940,770
과학탐구,화학 I,46,810,677
과학탐구,화학 I,45,737,667
과학탐구,화학 I,44,808,699
과학탐구,화학 I,43,731,634
과학탐구,화학 I,42,784,736
과학탐구,화학 I,41,718,589
과학탐구,화학 I,40,751,652
과학탐구,화학 I,39,1547,1225
과학탐구,화학 I,38,897,691
과학탐구,화학 I,37,709,600
과학탐구,화학 I,36,894,741
과학탐구,화학 I,35,692,543
과학탐구,화학 I,34,724,518
과학탐구,화학 I,33,757,495
과학탐구,화학 I,32,545,315
과학탐구,화학 I,31,590,398
과학탐구,화학 I,30,546,257
과학탐구,화학 I,29,251,150
과학탐구,화학 I,28,380,249
과학탐구,화학 I,27,75,64
과학탐구,화학 I,26,65,45
과학탐구,화학 I,25,13,7
과학탐구,화학 I,24,31,18
과학탐구,화학 I,22,41,8
과학탐구,생명과학 I,72,99,39
과학탐구,생명과학 I,70,109,74
과학탐구,생명과학 I,69,366,183
과학탐구,생명과학 I,68,41,28
과학탐구,생명과학 I,67,723,506
과학탐구,생명과학 I,66,1410,957
과학탐구,생명과학 I,65,2042,1480
과학탐구,생명과학 I,64,1450,1052
과학탐구,생명과학 I,63,1457,1310
과학탐구,생명과학 I,62,3334,2745
과학탐구,생명과학 I,61,1569,1475
과학탐구,생명과학 I,60,2769,2698
과학탐구,생명과학 I,59,2844,2812
과학탐구,생명과학 I,58,1877,2120
과학탐구,생명과학 I,57,2900,3240
과학탐구,생명과학 I,56,1925,2003
과학탐구,생명과학 I,55,2268,2588
과학탐구,생명과학 I,54,2104,2345
과학탐구,생명과학 I,53,1694,1853
과학탐구,생명과학 I,52,3510,3937
과학탐구,생명과학 I,51,1675,1936
과학탐구,생명과학 I,50,1472,1680
과학탐구,생명과학 I,49,1429,1649
과학탐구,생명과학 I,48,1407,1576
과학탐구,생명과학 I,47,1359,1532
과학탐구,생명과학 I,46,1540,1589
과학탐구,생명과학 I,45,1376,1460
과학탐구,생명과학 I,44,1687,1689
과학탐구,생명과학 I,43,1524,1583
과학탐구,생명과학 I,42,1687,1672
과학탐구,생명과학 I,41,1831,1767
과학탐구,생명과학 I,40,1659,1566
과학탐구,생명과학 I,39,2019,2021
과학탐구,생명과학 I,38,3784,3289
과학탐구,생명과학 I,37,1841,1618
과학탐구,생명과학 I,36,1330,1095
과학탐구,생명과학 I,35,1890,1435
과학탐구,생명과학 I,34,1014,866
과학탐구,생명과학 I,33,1374,860
과학탐구,생명과학 I,32,934,734
과학탐구,생명과학 I,31,327,271
과학탐구,생명과학 I,30,509,327
과학탐구,생명과학 I,29,248,160
과학탐구,생명과학 I,28,94,78
과학탐구,생명과학 I,27,115,89
과학탐구,생명과학 I,25,76,47
과학탐구,지구과학 I,74,375,98
과학탐구,지구과학 I,72,285,64
과학탐구,지구과학 I,71,1012,246
과학탐구,지구과학 I,70,147,29
과학탐구,지구과학 I,69,2303,725
과학탐구,지구과학 I,68,603,171
과학탐구,지구과학 I,67,1644,557
과학탐구,지구과학 I,66,1477,559
과학탐구,지구과학 I,65,1168,464
과학탐구,지구과학 I,64,1935,850
과학탐구,지구과학 I,63,1602,706
과학탐구,지구과학 I,62,1887,849
과학탐구,지구과학 I,61,4071,2036
과학탐구,지구과학 I,60,2253,1155
과학탐구,지구과학 I,59,2108,1149
과학탐구,지구과학 I,58,2158,1132
과학탐구,지구과학 I,57,2306,1288
과학탐구,지구과학 I,56,2079,1299
과학탐구,지구과학 I,55,2216,1360
과학탐구,지구과학 I,54,2150,1325
과학탐구,지구과학 I,53,4355,2764
과학탐구,지구과학 I,52,2095,1397
과학탐구,지구과학 I,51,2143,1373
과학탐구,지구과학 I,50,2111,1316
과학탐구,지구과학 I,49,2094,1390
과학탐구,지구과학 I,48,2065,1444
과학탐구,지구과학 I,47,2079,1525
과학탐구,지구과학 I,46,4325,3068
과학탐구,지구과학 I,45,2366,1611
과학탐구,지구과학 I,44,2503,1582
과학탐구,지구과학 I,43,2538,1727
과학탐구,지구과학 I,42,3302,2031
과학탐구,지구과학 I,41,2684,1816
과학탐구,지구과학 I,40,2380,1641
과학탐구,지구과학 I,39,2471,1663
과학탐구,지구과학 I,38,4697,3117
과학탐구,지구과학 I,37,2141,1447
과학탐구,지구과학 I,36,2045,1310
과학탐구,지구과학 I,35,1004,717
과학탐구,지구과학 I,34,1289,776
과학탐구,지구과학 I,33,357,186
과학탐구,지구과학 I,32,547,348
과학탐구,지구과학 I,31,350,192
과학탐구,지구과학 I,30,200,118
과학탐구,물리학 II,68,48,2
과학탐구,물리학 II,66,99,5
과학탐구,물리학 II,65,53,2
과학탐구,물리학 II,64,85,3
과학탐구,물리학 II,63,132,9
과학탐구,물리학 II,62,76,5
과학탐구,물리학 II,61,73,2
과학탐구,물리학 II,60,131,12
과학탐구,물리학 II,59,80,3
과학탐구,물리학 II,58,59,5
과학탐구,물리학 II,57,125,16
과학탐구,물리학 II,56,51,4
과학탐구,물리학 II,55,59,7
과학탐구,물리학 II,54,95,7
과학탐구,물리학 II,53,56,6
과학탐구,물리학 II,52,47,3
과학탐구,물리학 II,51,50,8
과학탐구,물리학 II,50,80,7
과학탐구,물리학 II,49,48,7
과학탐구,물리학 II,48,41,16
과학탐구,물리학 II,47,66,16
과학탐구,물리학 II,46,57,11
과학탐구,물리학 II,45,38,10
과학탐구,물리학 II,44,133,27
과학탐구,물리학 II,43,68,10
과학탐구,물리학 II,42,72,18
과학탐구,물리학 II,41,156,37
과학탐구,물리학 II,40,116,18
과학탐구,물리학 II,39,69,28
과학탐구,물리학 II,38,137,44
과학탐구,물리학 II,37,47,8
과학탐구,물리학 II,36,47,13
과학탐구,물리학 II,35,70,12
과학탐구,물리학 II,34,24,1
과학탐구,물리학 II,33,10,2
과학탐구,물리학 II,32,8,2
과학탐구,물리학 II,31,7,1
과학탐구,물리학 II,30,5,1
과학탐구,화학 II,69,52,11
과학탐구,화학 II,67,108,17
과학탐구,화학 II,66,9,1
과학탐구,화학 II,65,85,16
과학탐구,화학 II,64,79,20
과학탐구,화학 II,63,87,12
과학탐구,화학 II,62,39,7
과학탐구,화학 II,61,69,9
과학탐구,화학 II,60,109,15
과학탐구,화학 II,59,68,21
과학탐구,화학 II,58,61,10
과학탐구,화학 II,57,51,13
과학탐구,화학 II,56,114,38
과학탐구,화학 II,55,52,20
과학탐구,화학 II,54,56,15
과학탐구,화학 II,53,62,27
과학탐구,화학 II,52,117,33
과학탐구,화학 II,51,52,20
과학탐구,화학 II,50,34,16
과학탐구,화학 II,49,122,47
과학탐구,화학 II,48,62,20
과학탐구,화학 II,47,45,22
과학탐구,화학 II,46,49,18
과학탐구,화학 II,45,105,56
과학탐구,화학 II,44,43,33
과학탐구,화학 II,43,44,33
과학탐구,화학 II,42,43,25
과학탐구,화학 II,41,116,71
과학탐구,화학 II,40,68,48
과학탐구,화학 II,39,57,35
과학탐구,화학 II,38,177,62
과학탐구,화학 II,37,33,28
과학탐구,화학 II,36,39,21
과학탐구,화학 II,35,39,18
과학탐구,화학 II,34,38,20
과학탐구,화학 II,33,13,6
과학탐구,화학 II,32,4,2
과학탐구,화학 II,31,8,3
과학탐구,화학 II,30,13,6
과학탐구,생명과학 II,69,5,1
과학탐구,생명과학 II,67,85,36
과학탐구,생명과학 II,66,7,3
과학탐구,생명과학 II,65,109,63
과학탐구,생명과학 II,64,127,60
과학탐구,생명과학 II,63,264,136
과학탐구,생명과학 II,62,82,54
과학탐구,생명과학 II,61,168,76
과학탐구,생명과학 II,60,153,104
과학탐구,생명과학 II,59,209,161
과학탐구,생명과학 II,58,90,78
과학탐구,생명과학 II,57,80,73
과학탐구,생명과학 II,56,85,82
과학탐구,생명과학 II,55,132,122
과학탐구,생명과학 II,54,76,72
과학탐구,생명과학 II,53,62,44
과학탐구,생명과학 II,52,73,74
과학탐구,생명과학 II,51,114,121
과학탐구,생명과학 II,50,58,49
과학탐구,생명과학 II,49,51,48
과학탐구,생명과학 II,48,76,64
과학탐구,생명과학 II,47,115,128
과학탐구,생명과학 II,46,59,63
과학탐구,생명과학 II,45,67,79
