영역,유형,표준점수,남자,여자
사회탐구,생활과 윤리,34,1929,1553
사회탐구,생활과 윤리,33,896,927
사회탐구,생활과 윤리,32,485,413
사회탐구,생활과 윤리,31,438,393
사회탐구,생활과 윤리,30,243,209
사회탐구,생활과 윤리,29,248,209
사회탐구,생활과 윤리,28,135,132
사회탐구,생활과 윤리,27,51,59
사회탐구,생활과 윤리,26,105,64
사회탐구,생활과 윤리,24,35,43
사회탐구,윤리와 사상,72,78,125
사회탐구,윤리와 사상,71,64,89
사회탐구,윤리와 사상,70,176,358
사회탐구,윤리와 사상,69,12,36
사회탐구,윤리와 사상,68,189,400
사회탐구,윤리와 사상,67,186,440
사회탐구,윤리와 사상,66,335,793
사회탐구,윤리와 사상,65,176,373
사회탐구,윤리와 사상,64,139,367
사회탐구,윤리와 사상,63,249,628
사회탐구,윤리와 사상,62,144,324
사회탐구,윤리와 사상,61,412,1080
사회탐구,윤리와 사상,60,146,376
사회탐구,윤리와 사상,59,247,530
사회탐구,윤리와 사상,58,196,427
사회탐구,윤리와 사상,57,422,909
사회탐구,윤리와 사상,56,167,411
사회탐구,윤리와 사상,55,174,478
사회탐구,윤리와 사상,54,183,443
사회탐구,윤리와 사상,53,191,453
사회탐구,윤리와 사상,52,388,973
사회탐구,윤리와 사상,51,200,510
사회탐구,윤리와 사상,50,193,535
사회탐구,윤리와 사상,49,245,572
사회탐구,윤리와 사상,48,276,539
사회탐구,윤리와 사상,47,620,1206
사회탐구,윤리와 사상,46,263,627
사회탐구,윤리와 사상,45,341,700
사회탐구,윤리와 사상,44,343,646
사회탐구,윤리와 사상,43,842,1451
사회탐구,윤리와 사상,42,456,748
사회탐구,윤리와 사상,41,486,747
사회탐구,윤리와 사상,40,805,1033
사회탐구,윤리와 사상,39,916,951
사회탐구,윤리와 사상,38,644,856
사회탐구,윤리와 사상,37,376,475
사회탐구,윤리와 사상,36,159,228
사회탐구,윤리와 사상,35,201,226
사회탐구,윤리와 사상,34,101,119
사회탐구,윤리와 사상,33,108,140
사회탐구,윤리와 사상,31,29,26
사회탐구,한국지리,67,545,340
사회탐구,한국지리,65,531,381
사회탐구,한국지리,64,613,474
사회탐구,한국지리,63,972,943
사회탐구,한국지리,62,347,371
사회탐구,한국지리,61,450,433
사회탐구,한국지리,60,684,775
사회탐구,한국지리,59,780,796
사회탐구,한국지리,58,448,583
사회탐구,한국지리,57,300,293
사회탐구,한국지리,56,785,889
사회탐구,한국지리,55,334,332
사회탐구,한국지리,54,385,427
사회탐구,한국지리,53,266,295
사회탐구,한국지리,52,710,787
사회탐구,한국지리,51,323,335
사회탐구,한국지리,50,400,437
사회탐구,한국지리,49,327,352
사회탐구,한국지리,48,766,864
사회탐구,한국지리,47,358,413
사회탐구,한국지리,46,399,445
사회탐구,한국지리,45,790,855
사회탐구,한국지리,44,401,425
사회탐구,한국지리,43,373,420
사회탐구,한국지리,42,408,436
사회탐구,한국지리,41,739,724
사회탐구,한국지리,40,370,371
사회탐구,한국지리,39,639,462
사회탐구,한국지리,38,353,322
사회탐구,한국지리,37,694,587
사회탐구,한국지리,36,270,202
사회탐구,한국지리,35,281,225
사회탐구,한국지리,34,228,166
사회탐구,한국지리,33,884,482
사회탐구,한국지리,32,117,86
사회탐구,한국지리,31,102,92
사회탐구,한국지리,30,106,75
사회탐구,한국지리,29,50,29
사회탐구,한국지리,27,24,13
사회탐구,세계지리,68,364,198
사회탐구,세계지리,66,620,458
사회탐구,세계지리,65,36,27
사회탐구,세계지리,64,369,321
사회탐구,세계지리,63,377,372
사회탐구,세계지리,62,189,142
사회탐구,세계지리,61,557,487
사회탐구,세계지리,60,609,592
사회탐구,세계지리,59,485,499
사회탐구,세계지리,58,236,206
사회탐구,세계지리,57,493,425
사회탐구,세계지리,56,371,363
사회탐구,세계지리,55,300,271
사회탐구,세계지리,54,732,745
사회탐구,세계지리,53,360,341
사회탐구,세계지리,52,329,350
사회탐구,세계지리,51,334,247
사회탐구,세계지리,50,332,411
사회탐구,세계지리,49,622,591
사회탐구,세계지리,48,323,311
사회탐구,세계지리,47,297,311
사회탐구,세계지리,46,322,311
사회탐구,세계지리,45,291,288
사회탐구,세계지리,44,306,309
사회탐구,세계지리,43,638,593
사회탐구,세계지리,42,314,329
사회탐구,세계지리,41,292,307
사회탐구,세계지리,40,318,338
사회탐구,세계지리,39,294,249
사회탐구,세계지리,38,700,595
사회탐구,세계지리,37,292,254
사회탐구,세계지리,36,249,233
사회탐구,세계지리,35,367,228
사회탐구,세계지리,34,246,180
사회탐구,세계지리,33,151,117
사회탐구,세계지리,32,244,167
사회탐구,세계지리,31,58,44
사회탐구,세계지리,30,129,72
사회탐구,세계지리,29,38,27
사회탐구,세계지리,28,18,11
사회탐구,세계지리,27,18,8
사회탐구,세계지리,26,22,10
사회탐구,동아시아사,65,855,465
사회탐구,동아시아사,63,843,649
사회탐구,동아시아사,62,115,91
사회탐구,동아시아사,61,639,634
사회탐구,동아시아사,60,276,252
사회탐구,동아시아사,59,516,471
사회탐구,동아시아사,58,321,338
사회탐구,동아시아사,57,218,193
사회탐구,동아시아사,56,459,482
사회탐구,동아시아사,55,160,152
사회탐구,동아시아사,54,456,385
사회탐구,동아시아사,53,155,150
사회탐구,동아시아사,52,221,243
사회탐구,동아시아사,51,319,302
사회탐구,동아시아사,50,160,181
사회탐구,동아시아사,49,292,300
사회탐구,동아시아사,48,151,138
사회탐구,동아시아사,47,137,160
사회탐구,동아시아사,46,305,294
사회탐구,동아시아사,45,182,169
사회탐구,동아시아사,44,383,358
사회탐구,동아시아사,43,221,203
사회탐구,동아시아사,42,408,444
사회탐구,동아시아사,41,234,253
사회탐구,동아시아사,40,250,230
사회탐구,동아시아사,39,512,551
사회탐구,동아시아사,38,438,376
사회탐구,동아시아사,37,599,547
사회탐구,동아시아사,36,180,216
사회탐구,동아시아사,35,155,154
사회탐구,동아시아사,34,236,260
사회탐구,동아시아사,33,73,88
사회탐구,동아시아사,32,66,77
사회탐구,동아시아사,31,29,28
사회탐구,동아시아사,29,12,3
사회탐구,세계사,68,242,46
사회탐구,세계사,66,616,240
사회탐구,세계사,65,213,115
사회탐구,세계사,64,459,297
사회탐구,세계사,63,283,177
사회탐구,세계사,62,249,146
사회탐구,세계사,61,401,265
사회탐구,세계사,60,155,113
사회탐구,세계사,59,394,304
사회탐구,세계사,58,135,104
사회탐구,세계사,57,297,221
사회탐구,세계사,56,123,104
사회탐구,세계사,55,155,112
사회탐구,세계사,54,246,205
사회탐구,세계사,53,146,99
사회탐구,세계사,52,260,185
사회탐구,세계사,51,118,91
사회탐구,세계사,50,279,210
사회탐구,세계사,49,151,93
사회탐구,세계사,48,166,113
사회탐구,세계사,47,331,223
사회탐구,세계사,46,185,132
사회탐구,세계사,45,395,347
사회탐구,세계사,44,235,165
사회탐구,세계사,43,491,396
사회탐구,세계사,42,266,274
사회탐구,세계사,41,525,372
사회탐구,세계사,40,596,546
사회탐구,세계사,39,258,214
사회탐구,세계사,38,496,425
사회탐구,세계사,37,146,144
사회탐구,세계사,36,377,300
사회탐구,세계사,35,70,57
사회탐구,세계사,34,54,58
사회탐구,세계사,33,26,25
사회탐구,경제,72,28,5
사회탐구,경제,70,77,13
사회탐구,경제,69,5,1
사회탐구,경제,68,57,21
사회탐구,경제,67,75,22
사회탐구,경제,66,26,3
사회탐구,경제,65,72,29
사회탐구,경제,64,128,37
사회탐구,경제,63,90,35
사회탐구,경제,62,65,19
사회탐구,경제,61,99,31
사회탐구,경제,60,86,30
사회탐구,경제,59,148,73
사회탐구,경제,58,66,25
사회탐구,경제,57,73,32
사회탐구,경제,56,76,35
사회탐구,경제,55,67,24
사회탐구,경제,54,132,49
사회탐구,경제,53,81,35
사회탐구,경제,52,68,37
사회탐구,경제,51,84,34
사회탐구,경제,50,66,32
사회탐구,경제,49,77,28
사회탐구,경제,48,174,85
사회탐구,경제,47,118,44
사회탐구,경제,46,104,44
사회탐구,경제,45,103,54
사회탐구,경제,44,125,48
사회탐구,경제,43,217,102
사회탐구,경제,42,106,44
사회탐구,경제,41,125,53
사회탐구,경제,40,113,39
사회탐구,경제,39,82,43
사회탐구,경제,38,208,84
사회탐구,경제,37,119,27
사회탐구,경제,36,57,23
사회탐구,경제,35,35,22
사회탐구,경제,34,47,15
사회탐구,경제,33,16,2
사회탐구,경제,32,30,10
사회탐구,경제,30,12,1
사회탐구,정치와 법,74,37,26
사회탐구,정치와 법,72,41,35
사회탐구,정치와 법,71,118,102
사회탐구,정치와 법,70,12,23
사회탐구,정치와 법,69,98,136
사회탐구,정치와 법,68,150,176
사회탐구,정치와 법,67,285,338
사회탐구,정치와 법,66,132,177
사회탐구,정치와 법,65,204,256
사회탐구,정치와 법,64,243,314
사회탐구,정치와 법,63,173,272
사회탐구,정치와 법,62,274,412
사회탐구,정치와 법,61,226,348
사회탐구,정치와 법,60,244,388
사회탐구,정치와 법,59,265,451
사회탐구,정치와 법,58,205,315
사회탐구,정치와 법,57,283,490
사회탐구,정치와 법,56,479,768
사회탐구,정치와 법,55,293,478
사회탐구,정치와 법,54,211,347
사회탐구,정치와 법,53,284,471
사회탐구,정치와 법,52,263,391
사회탐구,정치와 법,51,229,374
사회탐구,정치와 법,50,329,460
사회탐구,정치와 법,49,261,392
사회탐구,정치와 법,48,253,475
사회탐구,정치와 법,47,268,435
사회탐구,정치와 법,46,553,908
사회탐구,정치와 법,45,278,443
사회탐구,정치와 법,44,340,537
사회탐구,정치와 법,43,325,473
사회탐구,정치와 법,42,396,483
사회탐구,정치와 법,41,302,452
사회탐구,정치와 법,40,534,566
사회탐구,정치와 법,39,342,399
사회탐구,정치와 법,38,267,351
사회탐구,정치와 법,37,258,368
사회탐구,정치와 법,36,572,702
사회탐구,정치와 법,35,184,186
사회탐구,정치와 법,34,84,143
사회탐구,정치와 법,33,113,121
사회탐구,정치와 법,32,38,46
사회탐구,정치와 법,31,37,45
사회탐구,정치와 법,30,33,40
사회탐구,정치와 법,28,33,20
사회탐구,사회·문화,72,42,16
사회탐구,사회·문화,70,37,30
사회탐구,사회·문화,69,335,482
사회탐구,사회·문화,68,406,765
사회탐구,사회·문화,67,694,1048
사회탐구,사회·문화,66,223,387
사회탐구,사회·문화,65,1128,2210
사회탐구,사회·문화,64,738,1222
사회탐구,사회·문화,63,868,1580
사회탐구,사회·문화,62,2416,4468
사회탐구,사회·문화,61,1522,2946
사회탐구,사회·문화,60,1397,2495
사회탐구,사회·문화,59,1179,2149
사회탐구,사회·문화,58,1695,3223
사회탐구,사회·문화,57,1100,2113
사회탐구,사회·문화,56,2899,5015
사회탐구,사회·문화,55,1146,2123
사회탐구,사회·문화,54,1400,2422
사회탐구,사회·문화,53,1083,1768
사회탐구,사회·문화,52,1237,2132
사회탐구,사회·문화,51,1098,1929
사회탐구,사회·문화,50,2127,3510
사회탐구,사회·문화,49,919,1572
사회탐구,사회·문화,48,1094,1835
사회탐구,사회·문화,47,981,1607
사회탐구,사회·문화,46,970,1663
사회탐구,사회·문화,45,1028,1742
사회탐구,사회·문화,44,2084,3273
사회탐구,사회·문화,43,1149,1708
사회탐구,사회·문화,42,1201,1759
사회탐구,사회·문화,41,1395,1986
사회탐구,사회·문화,40,1274,1839
사회탐구,사회·문화,39,1325,1827
사회탐구,사회·문화,38,3761,4527
사회탐구,사회·문화,37,1144,1495
사회탐구,사회·문화,36,1009,1232
사회탐구,사회·문화,35,2845,2496
사회탐구,사회·문화,34,640,788
사회탐구,사회·문화,33,788,841
사회탐구,사회·문화,32,768,862
사회탐구,사회·문화,31,319,344
사회탐구,사회·문화,29,127,169
과학탐구,물리학 I,70,1352,145
과학탐구,물리학 I,68,659,64
과학탐구,물리학 I,67,1376,155
과학탐구,물리학 I,66,1218,177
과학탐구,물리학 I,65,797,133
과학탐구,물리학 I,64,846,109
과학탐구,물리학 I,63,1297,201
과학탐구,물리학 I,62,1899,309
과학탐구,물리학 I,61,1000,210
과학탐구,물리학 I,60,1073,224
과학탐구,물리학 I,59,1200,237
과학탐구,물리학 I,58,2185,494
과학탐구,물리학 I,57,1020,233
과학탐구,물리학 I,56,1150,306
과학탐구,물리학 I,55,1069,290
과학탐구,물리학 I,54,1084,281
과학탐구,물리학 I,53,2152,578
과학탐구,물리학 I,52,1187,331
과학탐구,물리학 I,51,1068,286
과학탐구,물리학 I,50,1135,354
과학탐구,물리학 I,49,1239,354
과학탐구,물리학 I,48,2356,707
과학탐구,물리학 I,47,1169,355
과학탐구,물리학 I,46,1270,378
과학탐구,물리학 I,45,1449,403
과학탐구,물리학 I,44,2844,871
과학탐구,물리학 I,43,1351,395
과학탐구,물리학 I,42,1517,430
과학탐구,물리학 I,41,1560,495
과학탐구,물리학 I,40,1391,389
과학탐구,물리학 I,39,2663,861
과학탐구,물리학 I,38,1107,317
과학탐구,물리학 I,37,1620,437
과학탐구,물리학 I,36,919,269
과학탐구,물리학 I,35,1374,417
과학탐구,물리학 I,34,352,106
과학탐구,물리학 I,33,375,108
과학탐구,물리학 I,32,119,30
과학탐구,물리학 I,31,150,50
과학탐구,물리학 I,30,109,26
과학탐구,물리학 I,29,74,19
과학탐구,화학 I,75,250,65
과학탐구,화학 I,73,107,43
과학탐구,화학 I,72,385,158
과학탐구,화학 I,71,40,13
과학탐구,화학 I,70,475,197
과학탐구,화학 I,69,563,246
과학탐구,화학 I,68,204,94
과학탐구,화학 I,67,889,409
과학탐구,화학 I,66,578,230
과학탐구,화학 I,65,574,298
과학탐구,화학 I,64,1029,503
과학탐구,화학 I,63,608,327
과학탐구,화학 I,62,857,443
과학탐구,화학 I,61,1721,1032
과학탐구,화학 I,60,1112,661
과학탐구,화학 I,59,1057,669
과학탐구,화학 I,58,1021,637
과학탐구,화학 I,57,1384,953
과학탐구,화학 I,56,1094,795
과학탐구,화학 I,55,1344,983
과학탐구,화학 I,54,1442,1165
과학탐구,화학 I,53,1104,926
과학탐구,화학 I,52,1467,1259
과학탐구,화학 I,51,1158,945
과학탐구,화학 I,50,1236,1106
과학탐구,화학 I,49,1263,1089
과학탐구,화학 I,48,1119,980
과학탐구,화학 I,47,1198,1097
과학탐구,화학 I,46,915,859
과학탐구,화학 I,45,1211,1042
과학탐구,화학 I,44,1051,878
과학탐구,화학 I,43,1171,985
과학탐구,화학 I,42,2210,1921
과학탐구,화학 I,41,1157,993
과학탐구,화학 I,40,1275,1061
과학탐구,화학 I,39,1032,828
과학탐구,화학 I,38,1062,823
과학탐구,화학 I,37,860,624
과학탐구,화학 I,36,952,775
과학탐구,화학 I,35,554,400
과학탐구,화학 I,34,1012,652
과학탐구,화학 I,33,290,199
과학탐구,화학 I,32,386,252
과학탐구,화학 I,31,182,133
과학탐구,화학 I,30,78,53
과학탐구,화학 I,29,120,66
과학탐구,화학 I,27,60,21
과학탐구,생명과학 I,72,119,64
과학탐구,생명과학 I,70,216,134
과학탐구,생명과학 I,69,342,184
과학탐구,생명과학 I,68,118,94
과학탐구,생명과학 I,67,904,596
과학탐구,생명과학 I,66,560,365
과학탐구,생명과학 I,65,917,858
과학탐구,생명과학 I,64,1771,1300
과학탐구,생명과학 I,63,912,802
과학탐구,생명과학 I,62,2725,2371
과학탐구,생명과학 I,61,1822,1534
과학탐구,생명과학 I,60,2178,2268
과학탐구,생명과학 I,59,3683,3370
과학탐구,생명과학 I,58,5221,5264
과학탐구,생명과학 I,57,3499,3371
과학탐구,생명과학 I,56,1867,1856
과학탐구,생명과학 I,55,3680,3823
과학탐구,생명과학 I,54,2415,2429
과학탐구,생명과학 I,53,2070,2158
과학탐구,생명과학 I,52,2873,2980
과학탐구,생명과학 I,51,1637,1629
과학탐구,생명과학 I,50,1944,2300
과학탐구,생명과학 I,49,1779,1926
과학탐구,생명과학 I,48,1422,1601
과학탐구,생명과학 I,47,1704,1827
과학탐구,생명과학 I,46,1355,1429
과학탐구,생명과학 I,45,1579,1630
과학탐구,생명과학 I,44,1506,1553
과학탐구,생명과학 I,43,1415,1552
과학탐구,생명과학 I,42,1564,1692
과학탐구,생명과학 I,41,1427,1393
과학탐구,생명과학 I,40,1679,1708
과학탐구,생명과학 I,39,1511,1414
과학탐구,생명과학 I,38,1660,1603
과학탐구,생명과학 I,37,1557,1419
과학탐구,생명과학 I,36,1383,1249
과학탐구,생명과학 I,35,1987,1578
과학탐구,생명과학 I,34,1235,1017
과학탐구,생명과학 I,33,2813,2157
과학탐구,생명과학 I,32,838,733
과학탐구,생명과학 I,31,796,597
과학탐구,생명과학 I,30,335,282
과학탐구,생명과학 I,29,503,354
과학탐구,생명과학 I,28,183,177
과학탐구,생명과학 I,27,130,104
과학탐구,생명과학 I,26,136,113
과학탐구,지구과학 I,24,91,59
과학탐구,지구과학 I,73,70,21
과학탐구,지구과학 I,72,48,26
과학탐구,지구과학 I,71,581,222
과학탐구,지구과학 I,70,33,17
과학탐구,지구과학 I,69,501,242
과학탐구,지구과학 I,68,2547,1000
과학탐구,지구과학 I,67,331,151
과학탐구,지구과학 I,66,2534,1144
과학탐구,지구과학 I,65,2092,889
과학탐구,지구과학 I,64,1881,871
과학탐구,지구과학 I,63,2748,1349
과학탐구,지구과학 I,62,4571,2292
과학탐구,지구과학 I,61,2118,1087
과학탐구,지구과학 I,60,2475,1237
과학탐구,지구과학 I,59,2512,1335
과학탐구,지구과학 I,58,2181,1127
과학탐구,지구과학 I,57,2527,1415
과학탐구,지구과학 I,56,2117,1252
과학탐구,지구과학 I,55,2402,1432
과학탐구,지구과학 I,54,2433,1404
과학탐구,지구과학 I,53,2083,1302
과학탐구,지구과학 I,52,2534,1556
과학탐구,지구과학 I,51,4506,2831
과학탐구,지구과학 I,50,2387,1531
과학탐구,지구과학 I,49,2205,1300
과학탐구,지구과학 I,48,2663,1745
과학탐구,지구과학 I,47,2227,1529
과학탐구,지구과학 I,46,2512,1819
과학탐구,지구과학 I,45,2640,1922
과학탐구,지구과학 I,44,2468,1705
과학탐구,지구과학 I,43,2945,2032
과학탐구,지구과학 I,42,2470,1906
과학탐구,지구과학 I,41,2631,1975
과학탐구,지구과학 I,40,5210,3858
과학탐구,지구과학 I,39,2853,2082
과학탐구,지구과학 I,38,3038,1916
과학탐구,지구과학 I,37,1832,1412
과학탐구,지구과학 I,36,1703,1166
과학탐구,지구과학 I,35,1293,933
과학탐구,지구과학 I,34,1083,787
과학탐구,지구과학 I,33,1371,908
과학탐구,지구과학 I,32,473,304
과학탐구,지구과학 I,31,378,250
과학탐구,지구과학 I,30,269,175
과학탐구,지구과학 I,28,89,38
과학탐구,물리학 II,71,7,0
과학탐구,물리학 II,70,21,1
과학탐구,물리학 II,69,8,1
과학탐구,물리학 II,68,3,0
과학탐구,물리학 II,67,40,2
과학탐구,물리학 II,66,75,6
과학탐구,물리학 II,65,54,1
과학탐구,물리학 II,64,32,3
과학탐구,물리학 II,63,60,4
과학탐구,물리학 II,62,112,15
과학탐구,물리학 II,61,76,8
과학탐구,물리학 II,60,52,2
과학탐구,물리학 II,59,69,7
과학탐구,물리학 II,58,111,13
과학탐구,물리학 II,57,77,7
과학탐구,물리학 II,56,38,6
과학탐구,물리학 II,55,53,4
과학탐구,물리학 II,54,58,10
과학탐구,물리학 II,53,106,12
과학탐구,물리학 II,52,33,7
과학탐구,물리학 II,51,48,4
과학탐구,물리학 II,50,48,14
과학탐구,물리학 II,49,83,11
과학탐구,물리학 II,48,45,9
과학탐구,물리학 II,47,43,7
과학탐구,물리학 II,46,52,8
과학탐구,물리학 II,45,51,16
과학탐구,물리학 II,44,95,23
과학탐구,물리학 II,43,48,13
과학탐구,물리학 II,42,89,29
과학탐구,물리학 II,41,64,20
과학탐구,물리학 II,40,126,39
과학탐구,물리학 II,39,61,15
과학탐구,물리학 II,38,63,19
과학탐구,물리학 II,37,63,13
과학탐구,물리학 II,36,78,16
과학탐구,물리학 II,35,36,14
과학탐구,물리학 II,34,16,5
과학탐구,물리학 II,33,18,4
과학탐구,물리학 II,32,11,0
과학탐구,물리학 II,31,13,4
과학탐구,화학 II,73,4,0
과학탐구,화학 II,71,1,0
과학탐구,화학 II,70,24,2
과학탐구,화학 II,69,2,0
과학탐구,화학 II,68,20,4
과학탐구,화학 II,67,45,8
과학탐구,화학 II,66,7,0
과학탐구,화학 II,65,55,7
과학탐구,화학 II,64,77,11
과학탐구,화학 II,63,75,14
과학탐구,화학 II,62,38,10
과학탐구,화학 II,61,75,17
과학탐구,화학 II,60,65,21
과학탐구,화학 II,59,45,12
과학탐구,화학 II,58,113,24
과학탐구,화학 II,57,53,19
과학탐구,화학 II,56,140,45
과학탐구,화학 II,55,58,15
과학탐구,화학 II,54,55,18
과학탐구,화학 II,53,56,33
과학탐구,화학 II,52,52,24
과학탐구,화학 II,51,62,19
과학탐구,화학 II,50,47,22
과학탐구,화학 II,49,51,27
과학탐구,화학 II,48,35,18
과학탐구,화학 II,47,90,49
과학탐구,화학 II,46,36,25
과학탐구,화학 II,45,40,31
과학탐구,화학 II,44,34,27
과학탐구,화학 II,43,49,35
과학탐구,화학 II,42,43,39
과학탐구,화학 II,41,39,29
과학탐구,화학 II,40,43,32
과학탐구,화학 II,39,87,64
과학탐구,화학 II,38,39,20
과학탐구,화학 II,37,38,30
과학탐구,화학 II,36,45,33
과학탐구,화학 II,35,60,31
과학탐구,화학 II,34,18,19
과학탐구,화학 II,33,15,8
과학탐구,화학 II,32,15,6
